id_presupuesto,plazo_ejecucion,fecha_presupuesto,fecha_validez,fecha_actualizacion,fecha_creacion,fecha_vencimiento,importe_presupuestado,total_sin_impuestos,total_con_impuestos,id_licitacion,beneficios_esperados,metodos_pago,moneda,porcentaje_descuento_acumulado,canal_entrada,cliente,comentarios,complejidad_general,dias_negociacion,estado_presupuesto,metodo_contacto,motivo_rechazo,numero_items,rating_comercial,responsable_comercial,sector_industria,segmento_cliente,categoria_licitada,aceptado,importe_presupuestado_media,importe_presupuestado_medio_segmento,importe_presupuestado_std,probabilidad_cierre_estimada,costo_total_personal,costo_total_maquinaria,costo_total_materiales,costo_total_imprevistos,costo_total,n_dias_planificados,dias_ejecucion_real,desviacion_coste,desviacion_duracion
PR584,228,2019-04-16,2019-05-16,2019-04-17,2019-04-14,2019-05-26,1143882.159722304,1143882.159722304,1384097.4132639875,LIPR584,146089.01770273322,Pagaré,EUR,13.927596155549036,Digital,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Pass general type truth paper life yes eat human.,2,12,Aceptado,Email,0,12,3,José García,Agua Potable,Público,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,62.55504616438501,197376.0,750226.3160273684,683743.36328629,124035.55068438876,1755381.229998047,259,23,465410.0525730098,236
PR286,226,2019-04-17,2019-05-17,2019-04-20,2019-04-16,2019-05-26,1187306.5523027114,1187306.5523027114,1436640.9282862807,LIPR286,167021.3375133832,Factoring,EUR,2.995326182912308,Digital,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Job south yourself east produce.,1,5,Aceptado,Web,0,11,3,Ana Martínez,Agua Potable,Público,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,61.9261414934014,192192.0,833246.1336016794,630049.337342763,53959.34688579046,1709446.8178302327,263,26,355118.9280141381,237
PR377,256,2019-04-18,2019-05-18,2019-04-22,2019-04-16,2019-05-19,1184791.666975339,1184791.666975339,1433597.9170401602,LIPR377,142131.10641856302,Progresivo,EUR,6.049057663816852,Digital,Ayuntamiento de Calatayud,Sport trip standard stuff still part federal since top.,2,5,Aceptado,Email,0,9,3,María López,Agua Potable,Público,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,67.58950613461866,203520.0,770405.3515713265,562189.5085424535,71529.80547114568,1607644.6655849258,296,32,280721.8921910238,264
PR516,13,2019-04-20,2019-05-20,2019-04-19,2019-04-15,2019-05-29,51531.464690762776,51531.464690762776,62353.07227582296,LIPR516,4794.860265479378,Retención,EUR,5.594462520215094,Presencial,Departamento de Agricultura y Desarrollo Rural de Andalucía,Wish similar accept spend very action.,1,5,Aceptado,Presencial,0,3,5,Pedro Sánchez,Riego,Privado,Agrícola,True,45438.9552001467,44794.86798307713,9456.09302304823,93.2408113251793,4312.0,21581.525107128444,30021.040513207172,0.0,55914.56562033562,10,7,-411.75933590653403,3
PR98,35,2019-04-21,2019-05-21,2019-04-23,2019-04-18,2019-05-24,127030.77541321237,127030.77541321237,153707.23824998696,LIPR98,22039.155017590358,Anticipado,EUR,10.738244333263852,Presencial,Concesionaria de Infraestructuras de Impermeabilización,Second east share degree on.,2,12,Rechazado,Presencial,Coste elevado,6,3,María López,Impermeabilización,Privado,Balsa,False,112680.626365045,112414.45855403256,26903.983575959217,61.53531166426824,10080.0,40827.830921133886,57566.55272435517,0.0,108474.38364548906,29,8,-40595.546785313665,21
PR1477,259,2019-04-23,2019-05-23,2019-04-23,2019-04-20,2019-05-31,1174541.4152543566,1174541.4152543566,1421195.112457771,LIPR1477,165260.57671737988,Pagaré,EUR,11.9300007344915,Telefónico,Administración Local de Oropesa,In tonight those enjoy less forget particularly now so.,2,14,Rechazado,Teléfono,Coste elevado,10,3,Pedro Sánchez,Agua Potable,Privado,Infraestructura,False,1196569.0440839771,1200738.4150724178,66885.36004922881,54.3418945678827,130080.0,624075.5060014814,506285.3543971526,66837.74503986846,1327278.6054385023,291,29,-12523.386533234181,262
PR863,128,2019-04-25,2019-05-25,2019-04-26,2019-04-23,2019-06-01,812227.0454487941,812227.0454487941,982794.7249930408,LIPR863,91804.2625895948,Retención,EUR,9.420189204431573,Digital,Empresa Pública de Abastecimiento de Agua,Unit stand return worker ok third.,1,5,Aceptado,Email,0,8,3,José García,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,72.09794514405608,61204.00000000001,141527.65658764742,386741.2461730295,41914.222617174615,631387.1253778514,125,15,-272644.18266053754,110
PR604,289,2019-04-28,2019-05-28,2019-04-26,2019-04-25,2019-06-01,1242478.4764713035,1242478.4764713035,1503398.9565302774,LIPR604,182765.7322872167,Pagaré,EUR,2.718532200243535,Digital,Empresa Pública de Abastecimiento de Agua,Early minute almost culture sell attack line.,1,7,Aceptado,Email,0,11,4,Ana Martínez,Agua Potable,Privado,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,75.26783388353465,136400.00000000003,679271.4578417022,533988.0157938779,64869.68067548019,1414529.1543110602,326,31,-10715.054447459988,295
PR358,26,2019-05-01,2019-05-31,2019-05-04,2019-04-27,2019-06-01,114528.53551232428,114528.53551232428,138579.5279699124,LIPR358,10628.098645685412,Pagaré,EUR,11.15449726742558,Digital,Cooperativa Agraria de Riego y Desarrollo,Experience fish room actually spring middle each.,2,14,Aceptado,Web,0,7,1,Ana Martínez,Riego,Privado,Automático,True,114631.91025091078,114371.40757955068,4425.440904820535,50.38057091241832,8640.0,45974.51006890662,68056.27206677615,3978.918175406079,126649.70031108883,21,5,1493.066153079144,16
PR203,33,2019-05-01,2019-05-31,2019-04-30,2019-04-27,2019-06-09,129720.41933644038,129720.41933644038,156961.70739709286,LIPR203,21325.05410134436,Progresivo,EUR,10.96333196078503,Digital,Concesionaria de Infraestructuras de Impermeabilización,Protect clear important officer military same.,3,13,Rechazado,Email,Plazo insuficiente,7,4,José García,Impermeabilización,Privado,Balsa,False,112680.626365045,112414.45855403256,26903.983575959217,71.01353712602071,19240.0,49992.71581944212,62100.27561900165,17242.661557402054,148575.65299584583,29,8,-2469.8204419389112,21
PR738,55,2019-05-04,2019-06-03,2019-05-09,2019-05-01,2019-06-08,385803.8759831844,385803.8759831844,466822.6899396531,LIPR738,58219.097717399854,Progresivo,EUR,0.4936462837621116,Digital,Empresa Pública de Abastecimiento de Agua,Upon hundred town spring interview nearly themselves hospital already view.,1,6,Aceptado,Email,0,6,5,Ana Martínez,Agua Potable,Privado,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,82.40197730265044,24200.000000000004,146344.5679444997,169880.49561262934,27081.73375572298,367506.797312852,53,11,-76516.17638773224,42
PR590,95,2019-05-09,2019-06-08,2019-05-15,2019-05-07,2019-06-13,796514.973229247,796514.973229247,963783.1176073888,LIPR590,112786.7827543319,Retención,EUR,0.3623886064671331,Digital,Consorcio Municipal de Agua de Toledo,Call environment management management among piece eye friend.,1,3,Aceptado,Email,0,8,3,Ana Martínez,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,70.30363979796826,49192.00000000001,116529.6105370691,443599.91516226955,0.0,609321.5256993386,91,18,-299980.2302842403,73
PR1179,129,2019-05-10,2019-06-09,2019-05-12,2019-05-06,2019-06-12,634815.8001277266,634815.8001277266,768127.1181545492,LIPR1179,98172.55711962753,Retención,EUR,7.057036897707376,Digital,Ayuntamiento de Madrid - Servicios de Infraestructuras,Crime item work front wait gas use perhaps station.,2,11,Rechazado,Redes Sociales,Plazo insuficiente,10,4,Pedro Sánchez,Impermeabilización,Público,Otros,False,549701.8787000739,550788.432302039,31760.19086053934,77.93442116741356,44640.0,263681.4800697198,280833.6993707759,6834.152460077579,595989.3319005733,137,13,-136999.02534678084,124
PR1003,103,2019-05-13,2019-06-12,2019-05-17,2019-05-12,2019-06-21,794698.1313782538,794698.1313782538,961584.7389676872,LIPR1003,82591.51833280287,Anticipado,EUR,7.5151324840442495,Telefónico,Consorcio Municipal de Agua de Toledo,Sister buy born baby reality conference half ready low pick.,1,7,Aceptado,Teléfono,0,9,2,Pedro Sánchez,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,71.14129443805406,52052.00000000001,129408.64272182672,420343.56216640514,19502.636050782425,621306.8409390142,100,13,-255982.80877204245,87
PR512,18,2019-05-16,2019-06-15,2019-05-18,2019-05-11,2019-06-20,197791.68972082817,197791.68972082817,239327.9445622021,LIPR512,27294.89761679995,Pagaré,EUR,8.322070707690479,Digital,Administración Local de Oropesa,Do school process pick everyone.,1,6,Aceptado,Email,0,5,4,María López,Agua Potable,Privado,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,72.16011608440198,6600.0,39892.13536812237,107342.73607349064,0.0,153834.871441613,16,4,-71251.71589601511,12
PR1182,11,2019-05-20,2019-06-19,2019-05-19,2019-05-15,2019-06-26,48592.48252064332,48592.48252064332,58796.90384997842,LIPR1182,4400.863904958203,Factoring,EUR,4.385007381511238,Presencial,Departamento de Agricultura y Desarrollo Rural de Andalucía,True us decision church serve little others real which month indicate.,1,3,Aceptado,Presencial,0,3,3,José García,Riego,Privado,Agrícola,True,45438.9552001467,44794.86798307713,9456.09302304823,65.86114712045269,5280.000000000001,16156.598121366524,24344.320227333956,6601.126386961987,52382.044735662465,9,7,-611.3016899390623,2
PR553,116,2019-05-22,2019-06-21,2019-05-18,2019-05-17,2019-06-29,572152.538610407,572152.538610407,692304.5717185925,LIPR553,103211.49055350485,Confirming,EUR,0.8532222362416024,Digital,Instituto Municipal de Conservación y Mantenimiento,Way black crime fact unit adult him structure.,1,6,Aceptado,Email,0,12,1,Ana Martínez,Impermeabilización,Privado,Otros,True,549701.8787000739,550788.432302039,31760.19086053934,49.11856149777024,24948.0,176545.9429289781,236772.4403503316,16854.311195520655,455120.6944748304,120,16,-220243.33468908147,104
PR1268,22,2019-05-24,2019-06-23,2019-05-23,2019-05-21,2019-06-29,201604.53860292817,201604.53860292817,243941.49170954307,LIPR1268,29703.74155930604,Anticipado,EUR,5.493094206667392,Digital,Consorcio Municipal de Agua de Toledo,Turn here apply something behind important.,1,5,Aceptado,Email,0,6,4,Juan Pérez,Agua Potable,Privado,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,76.09164253350855,8800.0,53049.052639238296,77959.54389259912,6676.936186202596,146485.53271804002,19,7,-84822.74744419419,12
PR823,24,2019-05-26,2019-06-25,2019-05-24,2019-05-23,2019-06-28,92787.02460498872,92787.02460498872,112272.29977203636,LIPR823,7422.961968399098,Transferencia,EUR,22.50037366067542,Telefónico,Gobierno Regional de Extremadura - Oficina de Riego,Yes that suggest politics business brother leg image condition.,3,28,Aceptado,Teléfono,0,8,5,Ana Martínez,Riego,Público,Parques,True,87548.47788968829,87362.51186738555,4264.501779009559,77.14568510513604,19344.0,92436.89861670589,43413.920736614484,0.0,155194.8193533204,24,5,54984.832779932585,19
PR852,130,2019-05-29,2019-06-28,2019-06-01,2019-05-27,2019-07-07,572490.9942265061,572490.9942265061,692714.1030140724,LIPR852,99714.9233451662,Confirming,EUR,6.076945336595195,Telefónico,Ayuntamiento de Madrid - Servicios de Infraestructuras,Popular physical yes effect however eat available art care.,2,14,Aceptado,Teléfono,0,9,2,Pedro Sánchez,Impermeabilización,Público,Otros,True,549701.8787000739,550788.432302039,31760.19086053934,60.82920988986199,32928.0,220953.78253641826,274598.87702872884,17536.36122534575,546017.0207904928,141,14,-126188.89678117953,127
PR1318,55,2019-05-31,2019-06-30,2019-06-01,2019-05-29,2019-07-07,354979.3399139953,354979.3399139953,429525.0012959343,LIPR1318,49387.074826976816,Contado,EUR,13.62139964240994,Telefónico,Gobierno Local de Barcelona - Obras y Conservación,Manage quickly develop pull weight during former.,2,13,Aceptado,Teléfono,0,8,2,José García,Impermeabilización,Público,Tanque,True,321845.46434376953,327464.11015569995,40023.79221888236,63.1511798459649,32640.0,89085.5988638357,173400.65538764728,10208.890018427932,305335.1442699109,54,11,-99031.27047106123,43
PR204,26,2019-06-01,2019-07-01,2019-06-01,2019-05-27,2019-07-05,264231.22611899284,264231.22611899284,319719.7836039813,LIPR204,29710.197028267437,Anticipado,EUR,7.564567186712684,Presencial,Consorcio Municipal de Agua de Toledo,Region our everything someone writer certain along person.,1,5,Aceptado,Presencial,0,4,3,Ana Martínez,Agua Potable,Privado,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,60.90599185186888,12320.000000000002,75771.65454024539,127108.1318224264,0.0,215199.7863626718,24,8,-78741.63678458848,16
PR618,200,2019-06-03,2019-07-03,2019-06-04,2019-05-31,2019-07-12,1125523.7618728615,1125523.7618728615,1361883.7518661623,LIPR618,150925.5473940538,Retención,EUR,1.0077705285619172,Telefónico,Ayuntamiento de Calatayud,Feel return wish activity realize a follow bad able.,1,4,Aceptado,Teléfono,0,11,2,Pedro Sánchez,Agua Potable,Público,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,55.32567134465595,161920.00000000003,691157.1580270089,389641.02342921006,156493.45789948886,1399211.639355708,230,23,122762.33008879257,207
PR116,42,2019-06-09,2019-07-09,2019-06-09,2019-06-06,2019-07-14,405165.3828606877,405165.3828606877,490250.11326143215,LIPR116,41836.03187180213,Transferencia,EUR,0.0,Digital,Ayuntamiento de Calatayud,Stage decide government result indicate.,1,4,Aceptado,Web,0,8,5,Juan Pérez,Agua Potable,Público,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,81.47290402082338,19800.0,126183.02594036468,220529.95902308266,9596.248284855286,376109.23324830265,39,7,-70892.18148418715,32
PR1279,34,2019-06-09,2019-07-09,2019-06-15,2019-06-05,2019-07-19,351999.311123524,351999.311123524,425919.166459464,LIPR1279,31694.68349869819,Pagaré,EUR,9.812162647753183,Digital,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Night late hit your just order fish establish travel policy.,1,3,Aceptado,Email,0,5,3,Juan Pérez,Agua Potable,Público,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,71.57177114277881,15840.000000000002,104196.73266287499,150148.29097014276,5276.0898492800425,275461.11348229775,31,10,-108232.88113992442,21
PR538,53,2019-06-10,2019-07-10,2019-06-10,2019-06-07,2019-07-15,354399.08049244795,354399.08049244795,428822.887395862,LIPR538,61923.0729350895,Pagaré,EUR,0.9968445669656631,Digital,Instituto Municipal de Conservación y Mantenimiento,Degree source southern through the live pretty.,1,3,Rechazado,Web,Plazo insuficiente,8,3,Ana Martínez,Impermeabilización,Privado,Tanque,False,321845.46434376953,327464.11015569995,40023.79221888236,73.47782979430605,25080.000000000004,79489.56060981867,169061.32727581557,35110.57957372021,308741.46745935443,49,9,-107580.68596818301,40
PR265,273,2019-06-10,2019-07-10,2019-06-08,2019-06-06,2019-07-15,1254521.3168910097,1254521.3168910097,1517970.7934381214,LIPR265,142951.4303699069,Anticipado,EUR,1.674950071165283,Digital,Consorcio Municipal de Agua de Toledo,Town suddenly spend player people rock suffer people.,1,3,Aceptado,Email,0,9,4,Juan Pérez,Agua Potable,Privado,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,73.07593720046187,140800.00000000003,709728.869924469,548662.0619563765,126171.97441445744,1525362.906295303,311,38,127890.15903438642,273
PR1102,94,2019-06-13,2019-07-13,2019-06-16,2019-06-10,2019-07-17,792288.6027408254,792288.6027408254,958669.2093163988,LIPR1102,107711.41217301182,Cheque,EUR,1.9438411460268796,Digital,Ayuntamiento de Calatayud,Best on blue attack question.,1,6,Aceptado,Redes Sociales,0,9,2,Ana Martínez,Agua Potable,Público,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,61.38226607074784,32120.000000000004,164981.9054089165,359812.1106596353,18854.93237067984,575768.9484392316,91,10,-324231.0664746056,81
PR1548,255,2019-06-13,2019-07-13,2019-06-10,2019-06-09,2019-07-17,1254403.645330106,1254403.645330106,1517828.410849428,LIPR1548,194311.24942767032,Pagaré,EUR,9.211693664270877,Digital,Consorcio Municipal de Agua de Toledo,Kid seat stay should help activity hard necessary.,2,14,Aceptado,Email,0,9,3,José García,Agua Potable,Privado,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,55.91820866922626,235008.0,921799.0564917888,708940.1562157919,45827.6338927802,1911574.8466003612,288,36,462859.95184258494,252
PR517,80,2019-06-17,2019-07-17,2019-06-21,2019-06-14,2019-07-18,604984.3408068349,604984.3408068349,732031.0523762702,LIPR517,78425.55727805711,Contado,EUR,0.6244654363376263,Presencial,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Which can far note.,2,5,Aceptado,Presencial,0,7,3,Ana Martínez,Agua Potable,Público,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,62.21133205734675,42432.0,146410.22831986626,321324.75412194623,0.0,510166.9824418125,75,11,-173242.91564307944,64
PR1084,94,2019-06-17,2019-07-17,2019-06-14,2019-06-13,2019-07-24,779563.1566533102,779563.1566533102,943271.4195505052,LIPR1084,113512.28673865586,Progresivo,EUR,10.708614706759478,Digital,Administración Local de Oropesa,Follow strong they serious our.,1,7,Aceptado,Redes Sociales,0,11,1,José García,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,51.26164573238007,45188.00000000001,108892.31614675981,367089.261871569,6418.812156999027,527588.3901753278,88,10,-365487.0532166383,78
PR1317,245,2019-06-18,2019-07-18,2019-06-25,2019-06-15,2019-07-27,1223824.0293851844,1223824.0293851844,1480827.075556073,LIPR1317,179766.77832325213,Factoring,EUR,8.190672345654736,Telefónico,Consorcio Municipal de Agua de Toledo,Point ball grow energy lay site strategy if hand.,1,4,Aceptado,Teléfono,0,10,4,María López,Agua Potable,Privado,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,77.28991824452973,180928.0,811653.7250993812,602498.7530067173,0.0,1595080.4781060987,273,28,191489.67039766218,245
PR127,64,2019-06-24,2019-07-24,2019-06-24,2019-06-21,2019-07-26,457490.0334650634,457490.0334650634,553562.9404927267,LIPR127,47816.76445297695,Cheque,EUR,8.337690592606265,Digital,Consorcio Municipal de Agua de Toledo,Window well resource evening matter girl.,2,11,Aceptado,Email,0,6,3,Juan Pérez,Agua Potable,Privado,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,64.82057256857799,40560.0,195149.75552925572,241689.073304309,17164.61753220825,494563.44636577304,61,12,-10743.35155226729,49
PR634,344,2019-06-25,2019-07-25,2019-06-27,2019-06-21,2019-08-04,1249541.3917775035,1249541.3917775035,1511945.0840507792,LIPR634,191353.83976783755,Contado,EUR,7.514544392223302,Digital,Empresa Pública de Abastecimiento de Agua,Someone cultural four somebody source already meeting movie everyone speak.,3,13,Aceptado,Redes Sociales,0,10,1,María López,Agua Potable,Privado,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,40.62509804767442,216320.0,922064.7296636628,737303.3700010732,0.0,1875688.099664736,400,48,434792.868119395,352
PR425,11,2019-07-01,2019-07-31,2019-07-08,2019-06-30,2019-08-01,40768.75288052717,40768.75288052717,49330.19098543788,LIPR425,3687.5664563067166,Anticipado,EUR,5.828816432422702,Digital,Comunidad de Regantes de la Costa Tropical,Trial over she participant design eye serve dream.,1,4,Aceptado,Email,0,5,5,Pedro Sánchez,Riego,Privado,Agrícola,True,45438.9552001467,44794.86798307713,9456.09302304823,90.32138575555926,4840.0,14730.181951153532,22345.02360848138,3906.7608233840433,45821.96638301895,6,4,1365.647046185064,2
PR362,105,2019-07-02,2019-08-01,2019-07-10,2019-06-30,2019-08-06,789325.2982486249,789325.2982486249,955083.610880836,LIPR362,88915.53850636381,Progresivo,EUR,10.504903558402567,Digital,Empresa Pública de Abastecimiento de Agua,Medical program change baby factor pretty whom hard.,2,15,Aceptado,Email,0,13,3,María López,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,66.99976506119398,56784.0,126608.92101565682,349142.208170875,19861.240498877494,552396.3696854092,103,9,-325844.46706957946,94
PR1054,26,2019-07-05,2019-08-04,2019-07-09,2019-07-01,2019-08-09,267506.52421554783,267506.52421554783,323682.89430081286,LIPR1054,41302.254779041104,Pagaré,EUR,1.7459075648231352,Telefónico,Empresa Pública de Abastecimiento de Agua,Table smile much give increase decade seem take.,1,3,Aceptado,Teléfono,0,3,2,Pedro Sánchez,Agua Potable,Privado,Tratamiento,True,289905.4361511126,288434.093631625,70548.1804548662,62.28374315808303,11440.000000000002,73313.24520881625,111665.47538129255,5874.129288311827,202292.84987842062,24,10,-106515.92911616832,14
PR642,130,2019-07-06,2019-08-05,2019-07-12,2019-07-04,2019-08-09,727544.2042470821,727544.2042470821,880328.4871389694,LIPR642,95406.71257035113,Retención,EUR,12.06906022377763,Telefónico,Empresa Pública de Abastecimiento de Agua,Economic stop whatever maybe third course view assume you.,3,17,Aceptado,Teléfono,0,10,5,Ana Martínez,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,76.7302653298421,85176.0,167584.611127533,390528.0440013212,95179.04333349103,738467.6984623452,132,19,-84483.21835508807,113
PR875,20,2019-07-10,2019-08-09,2019-07-13,2019-07-05,2019-08-12,87285.44352554795,87285.44352554795,105615.386665913,LIPR875,9429.597151475966,Factoring,EUR,7.52167411559362,Digital,Gobierno Regional de Extremadura - Oficina de Riego,Only present high apply reality will.,2,8,Aceptado,Web,0,4,3,Pedro Sánchez,Riego,Público,Parques,True,87548.47788968829,87362.51186738555,4264.501779009559,71.20205920828195,12480.0,71838.68222027563,45194.50326646113,9891.762225666684,139404.94771240346,19,8,42689.90703537955,11
PR1366,119,2019-07-11,2019-08-10,2019-07-15,2019-07-08,2019-08-13,871996.5610985642,871996.5610985642,1055115.8389292627,LIPR1366,102360.41957778242,Transferencia,EUR,0.7938365078817058,Telefónico,Consorcio Municipal de Agua de Toledo,Able financial another create indicate window financial tonight above work three.,1,5,Aceptado,Teléfono,0,10,3,José García,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,72.38726976991221,43560.0,211416.64517945488,459902.40851078246,29867.993832859498,744747.0475230968,111,12,-229609.93315324982,99
PR385,87,2019-07-14,2019-08-13,2019-07-15,2019-07-11,2019-08-19,772328.719233416,772328.719233416,934517.7502724334,LIPR385,87578.35070878873,Pagaré,EUR,4.147355220260858,Telefónico,Gobierno Regional de Castilla-La Mancha - Departamento de Agua,Hear hand strategy land others everything.,1,3,Aceptado,Teléfono,0,8,4,Pedro Sánchez,Agua Potable,Público,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,69.35311565736559,37180.0,86598.57970489576,353552.4016971934,12793.774038822616,490124.75544091174,79,10,-369782.314501293,69
PR788,33,2019-07-16,2019-08-15,2019-07-23,2019-07-15,2019-08-24,331389.4824945229,331389.4824945229,400981.2738183727,LIPR788,44357.74553998206,Progresivo,EUR,0.2758464440549062,Digital,Empresa Pública de Abastecimiento de Agua,Pm rise service build war education.,1,5,Rechazado,Email,Plazo insuficiente,7,3,Pedro Sánchez,Agua Potable,Privado,Tratamiento,False,289905.4361511126,288434.093631625,70548.1804548662,71.51048789078317,14960.0,92897.51906930521,168306.9631143547,18793.451033582365,294957.9332172423,28,7,-80789.29481726263,21
PR539,13,2019-07-17,2019-08-16,2019-07-23,2019-07-15,2019-08-24,50282.53992250017,50282.53992250017,60841.8733062252,LIPR539,4897.776720111243,Contado,EUR,0.0,Digital,Comunidad de Regantes de la Costa Tropical,Near consider enjoy remain simply occur yard travel old hit.,1,4,Aceptado,Web,0,5,5,Juan Pérez,Riego,Privado,Agrícola,True,45438.9552001467,44794.86798307713,9456.09302304823,89.98987162745337,4312.0,22924.422063343944,29861.277711632913,0.0,57097.699774976856,10,5,1917.3831323654458,5
PR782,69,2019-07-19,2019-08-18,2019-07-19,2019-07-18,2019-08-19,726658.6468759212,726658.6468759212,879256.9627198646,LIPR782,119880.58219825862,Retención,EUR,3.688962197634972,Digital,Administración Local de Oropesa,Report easy full cultural responsibility as.,1,5,Aceptado,Email,0,5,3,José García,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,68.19665593899742,33748.00000000001,83045.54711768296,374139.2173828939,33822.66830138336,524755.4328019603,63,13,-321783.7962722195,50
PR33,103,2019-07-20,2019-08-19,2019-07-26,2019-07-17,2019-08-22,532937.5918374968,532937.5918374968,644854.4861233712,LIPR33,89808.27854993475,Cheque,EUR,4.134264415375716,Digital,Concesionaria de Infraestructuras de Impermeabilización,Build hour top night guy.,2,11,Aceptado,Web,0,9,4,Ana Martínez,Impermeabilización,Privado,Otros,True,549701.8787000739,550788.432302039,31760.19086053934,71.89439754294682,25872.0,105831.41052341225,319250.6076940493,22707.04834935792,473661.06656681944,105,14,-149084.80382061214,91
PR563,122,2019-07-21,2019-08-20,2019-07-27,2019-07-19,2019-08-24,858148.2297218299,858148.2297218299,1038359.3579634142,LIPR563,82658.78839230495,Progresivo,EUR,22.737628757521165,Digital,Ayuntamiento de Calatayud,Necessary then type business happy early break example page.,3,25,Aceptado,Email,0,10,3,José García,Agua Potable,Público,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,48.079049011564834,70980.0,238547.0660166313,407080.23057427653,40422.614521313706,757029.9111122214,122,16,-183777.10700191342,106
PR161,287,2019-07-21,2019-08-20,2019-07-19,2019-07-18,2019-08-25,1130852.4068919737,1130852.4068919737,1368331.4123392878,LIPR161,175552.9171091151,Pagaré,EUR,13.01585823232758,Digital,Consorcio Municipal de Agua de Toledo,Water law evening as company because.,2,14,Aceptado,Web,0,13,4,María López,Agua Potable,Privado,Infraestructura,True,1196569.0440839771,1200738.4150724178,66885.36004922881,72.67240788335421,165600.0,741049.8411107359,533196.2775857816,0.0,1439846.1186965173,329,29,133440.7946954285,300
PR1277,114,2019-07-22,2019-08-21,2019-07-24,2019-07-18,2019-08-22,696923.1082173055,696923.1082173055,843276.9609429396,LIPR1277,77013.80508847698,Pagaré,EUR,13.248472033953824,Telefónico,Consorcio Municipal de Agua de Toledo,Feel represent main nor bank listen recently.,3,24,Rechazado,Teléfono,0,12,5,Pedro Sánchez,Agua Potable,Privado,Distribución,False,746784.6346840662,750658.9928292787,82459.54389111296,73.28687789275948,65572.0,131199.39860243507,372549.79870140884,21194.64504046203,590515.842344306,109,10,-183421.07096147654,99
PR1210,120,2019-07-23,2019-08-22,2019-07-27,2019-07-21,2019-08-25,688043.3658551163,688043.3658551163,832532.4726846907,LIPR1210,82091.1832891947,Cheque,EUR,24.76928574175224,Telefónico,Empresa Pública de Abastecimiento de Agua,Assume writer want actually indicate up address.,3,30,Aceptado,Teléfono,0,13,2,José García,Agua Potable,Privado,Distribución,True,746784.6346840662,750658.9928292787,82459.54389111296,50.45402729978809,70980.0,224644.75526063648,289069.75348920457,21440.02332161067,606134.5320714517,115,10,-164000.01707285934,105
PR1556,18,2019-07-24,2019-08-23,2019-07-23,2019-07-20,2019-08-31,91836.78211747717,91836.78211747717,111122.50636214735,LIPR1556,11217.618338365151,Pagaré,EUR,3.152213122871625,Digital,Instituto de Riego y Promoción Agraria de Murcia,Under offer now door employee condition education once whole.,1,3,Aceptado,Redes Sociales,0,3,1,María López,Riego,Privado,Parques,True,87548.47788968829,87362.51186738555,4264.501779009559,56.95131639123681,9680.0,61612.47880921243,50167.135118920574,0.0,121459.61392813301,18,9,18405.213472290692,9
